# Region type : patch inlet
# Faces       : 966
# Area        : 4.891447e+01
# Scale factor: 1.000000e+00
# Time        	sum(rhoPhi)
22.5417       	-5.000000e+04
22.5833       	-5.000000e+04
22.625        	-5.000000e+04
22.6667       	-5.000000e+04
22.7083       	-5.000000e+04
22.75         	-5.000000e+04
22.7917       	-5.000000e+04
22.8333       	-5.000000e+04
22.875        	-5.000000e+04
22.9167       	-5.000000e+04
22.9583       	-5.000000e+04
23            	-5.000000e+04
23.0417       	-5.000000e+04
23.0833       	-5.000000e+04
23.125        	-5.000000e+04
23.1667       	-5.000000e+04
23.2083       	-5.000000e+04
23.25         	-5.000000e+04
23.2917       	-5.000000e+04
23.3333       	-5.000000e+04
23.375        	-5.000000e+04
23.4167       	-5.000000e+04
23.4583       	-5.000000e+04
23.5          	-5.000000e+04
23.5417       	-5.000000e+04
23.5833       	-5.000000e+04
23.625        	-5.000000e+04
23.6667       	-5.000000e+04
23.7083       	-5.000000e+04
23.75         	-5.000000e+04
23.7917       	-5.000000e+04
23.8333       	-5.000000e+04
23.875        	-5.000000e+04
23.9167       	-5.000000e+04
23.9583       	-5.000000e+04
24            	-5.000000e+04
24.0417       	-5.000000e+04
24.0833       	-5.000000e+04
24.125        	-5.000000e+04
24.1667       	-5.000000e+04
24.2083       	-5.000000e+04
24.25         	-5.000000e+04
24.2917       	-5.000000e+04
24.3333       	-5.000000e+04
24.375        	-5.000000e+04
24.4167       	-5.000000e+04
24.4583       	-5.000000e+04
24.5          	-5.000000e+04
24.5417       	-5.000000e+04
24.5833       	-5.000000e+04
24.625        	-5.000000e+04
24.6667       	-5.000000e+04
24.7083       	-5.000000e+04
24.75         	-5.000000e+04
24.7917       	-5.000000e+04
24.8333       	-5.000000e+04
24.875        	-5.000000e+04
24.9167       	-5.000000e+04
24.9583       	-5.000000e+04
25            	-5.000000e+04
25.0417       	-5.000000e+04
25.0833       	-5.000000e+04
25.125        	-5.000000e+04
25.1667       	-5.000000e+04
25.2083       	-5.000000e+04
25.25         	-5.000000e+04
25.2917       	-5.000000e+04
25.3333       	-5.000000e+04
25.375        	-5.000000e+04
25.4167       	-5.000000e+04
25.4583       	-5.000000e+04
25.5          	-5.000000e+04
25.5417       	-5.000000e+04
25.5833       	-5.000000e+04
25.625        	-5.000000e+04
25.6667       	-5.000000e+04
25.7083       	-5.000000e+04
25.75         	-5.000000e+04
25.7917       	-5.000000e+04
25.8333       	-5.000000e+04
25.875        	-5.000000e+04
25.9167       	-5.000000e+04
25.9583       	-5.000000e+04
26            	-5.000000e+04
26.0417       	-5.000000e+04
26.0833       	-5.000000e+04
26.125        	-5.000000e+04
26.1667       	-5.000000e+04
26.2083       	-5.000000e+04
26.25         	-5.000000e+04
26.2917       	-5.000000e+04
26.3333       	-5.000000e+04
26.375        	-5.000000e+04
26.4167       	-5.000000e+04
26.4583       	-5.000000e+04
26.5          	-5.000000e+04
26.5417       	-5.000000e+04
26.5833       	-5.000000e+04
26.625        	-5.000000e+04
26.6667       	-5.000000e+04
26.7083       	-5.000000e+04
26.75         	-5.000000e+04
26.7917       	-5.000000e+04
26.8333       	-5.000000e+04
26.875        	-5.000000e+04
26.9167       	-5.000000e+04
26.9583       	-5.000000e+04
27            	-5.000000e+04
27.0417       	-5.000000e+04
27.0833       	-5.000000e+04
27.125        	-5.000000e+04
27.1667       	-5.000000e+04
27.2083       	-5.000000e+04
27.25         	-5.000000e+04
27.2917       	-5.000000e+04
27.3333       	-5.000000e+04
27.375        	-5.000000e+04
27.4167       	-5.000000e+04
27.4583       	-5.000000e+04
27.5          	-5.000000e+04
27.5417       	-5.000000e+04
27.5833       	-5.000000e+04
27.625        	-5.000000e+04
27.6667       	-5.000000e+04
27.7083       	-5.000000e+04
27.75         	-5.000000e+04
27.7917       	-5.000000e+04
27.8333       	-5.000000e+04
27.875        	-5.000000e+04
27.9167       	-5.000000e+04
27.9583       	-5.000000e+04
28            	-5.000000e+04
28.0417       	-5.000000e+04
28.0833       	-5.000000e+04
28.125        	-5.000000e+04
28.1667       	-5.000000e+04
28.2083       	-5.000000e+04
28.25         	-5.000000e+04
28.2917       	-5.000000e+04
28.3333       	-5.000000e+04
28.375        	-5.000000e+04
28.4167       	-5.000000e+04
28.4583       	-5.000000e+04
28.5          	-5.000000e+04
28.5417       	-5.000000e+04
28.5833       	-5.000000e+04
28.625        	-5.000000e+04
28.6667       	-5.000000e+04
28.7083       	-5.000000e+04
28.75         	-5.000000e+04
28.7917       	-5.000000e+04
28.8333       	-5.000000e+04
28.875        	-5.000000e+04
28.9167       	-5.000000e+04
28.9583       	-5.000000e+04
29            	-5.000000e+04
29.0417       	-5.000000e+04
29.0833       	-5.000000e+04
29.125        	-5.000000e+04
29.1667       	-5.000000e+04
29.2083       	-5.000000e+04
29.25         	-5.000000e+04
29.2917       	-5.000000e+04
29.3333       	-5.000000e+04
29.375        	-5.000000e+04
29.4167       	-5.000000e+04
29.4583       	-5.000000e+04
29.5          	-5.000000e+04
29.5417       	-5.000000e+04
29.5833       	-5.000000e+04
29.625        	-5.000000e+04
29.6667       	-5.000000e+04
29.7083       	-5.000000e+04
29.75         	-5.000000e+04
29.7917       	-5.000000e+04
29.8333       	-5.000000e+04
29.875        	-5.000000e+04
29.9167       	-5.000000e+04
29.9583       	-5.000000e+04
30            	-5.000000e+04
30.0417       	-5.000000e+04
30.0833       	-5.000000e+04
30.125        	-5.000000e+04
30.1667       	-5.000000e+04
30.2083       	-5.000000e+04
30.25         	-5.000000e+04
30.2917       	-5.000000e+04
30.3333       	-5.000000e+04
30.375        	-5.000000e+04
30.4167       	-5.000000e+04
30.4583       	-5.000000e+04
30.5          	-5.000000e+04
30.5417       	-5.000000e+04
30.5833       	-5.000000e+04
30.625        	-5.000000e+04
30.6667       	-5.000000e+04
30.7083       	-5.000000e+04
30.75         	-5.000000e+04
30.7917       	-5.000000e+04
30.8333       	-5.000000e+04
30.875        	-5.000000e+04
30.9167       	-5.000000e+04
30.9583       	-5.000000e+04
31            	-5.000000e+04
31.0417       	-5.000000e+04
31.0833       	-5.000000e+04
31.125        	-5.000000e+04
31.1667       	-5.000000e+04
31.2083       	-5.000000e+04
31.25         	-5.000000e+04
31.2917       	-5.000000e+04
31.3333       	-5.000000e+04
31.375        	-5.000000e+04
31.4167       	-5.000000e+04
31.4583       	-5.000000e+04
31.5          	-5.000000e+04
31.5417       	-5.000000e+04
31.5833       	-5.000000e+04
31.625        	-5.000000e+04
31.6667       	-5.000000e+04
31.7083       	-5.000000e+04
